AoA,CL,CD,camber,camber_loc,thickness,Re
12.0,0.7605,0.15567,4,1,12,100000
14.0,0.8093,0.1795,4,1,12,100000
16.0,0.8956,0.20862,4,1,12,100000
-2.0,0.1711,6e-05,4,1,12,250000
0.0,0.3144,6e-05,4,1,12,250000
4.0,0.6122,0.00012,4,1,12,250000
12.0,1.3019,0.0584,4,1,12,250000
14.0,0.8994,0.16512,4,1,12,250000
16.0,0.911,0.18927,4,1,12,250000
-2.0,0.1708,0.0225,4,1,12,1000000
-2.0,-0.0053,0.02217,1,2,12,50000
0.0,-0.0647,0.0215,1,2,12,50000
2.0,0.3841,0.02427,1,2,12,50000
4.0,0.6054,0.02506,1,2,12,50000
6.0,0.7769,0.03083,1,2,12,50000
8.0,0.9308,0.03862,1,2,12,50000
10.0,1.0234,0.05458,1,2,12,50000
14.0,0.6996,0.1751,1,2,12,50000
16.0,0.7731,0.21371,1,2,12,50000
-2.0,-0.3033,0.01493,1,2,12,100000
0.0,0.203,0.01598,1,2,12,100000
2.0,0.4349,0.01409,1,2,12,100000
4.0,0.6076,0.01607,1,2,12,100000
6.0,0.7859,0.01969,1,2,12,100000
8.0,0.95,0.02382,1,2,12,100000
10.0,1.0848,0.03283,1,2,12,100000
12.0,1.1598,0.05247,1,2,12,100000
14.0,0.791,0.14001,1,2,12,100000
16.0,0.76,0.1932,1,2,12,100000
-2.0,-0.1291,0.00929,1,2,12,250000
0.0,0.1053,0.00878,1,2,12,250000
2.0,0.4207,0.00972,1,2,12,250000
4.0,0.6069,0.0112,1,2,12,250000
6.0,0.7864,0.01328,1,2,12,250000
8.0,0.9638,0.01588,1,2,12,250000
10.0,1.1091,0.02221,1,2,12,250000
12.0,1.1985,0.03193,1,2,12,250000
14.0,1.2238,0.04891,1,2,12,250000
16.0,1.1333,0.08737,1,2,12,250000
-2.0,-0.1131,0.00605,1,2,12,1000000
0.0,0.1004,0.0055,1,2,12,1000000
2.0,0.3117,0.006,1,2,12,1000000
4.0,0.5578,0.00744,1,2,12,1000000
6.0,0.8184,0.0088,1,2,12,1000000
8.0,0.9931,0.01134,1,2,12,1000000
10.0,1.1741,0.01452,1,2,12,1000000
12.0,1.3379,0.01887,1,2,12,1000000
14.0,1.4466,0.02485,1,2,12,1000000
16.0,1.4667,0.04171,1,2,12,1000000
-2.0,-0.0895,0.02135,2,2,12,50000
0.0,0.0322,0.02433,2,2,12,50000
2.0,0.4735,0.0238,2,2,12,50000
4.0,0.6751,0.0265,2,2,12,50000
6.0,0.8339,0.03574,2,2,12,50000
8.0,0.9115,0.0544,2,2,12,50000
10.0,0.7331,0.10749,2,2,12,50000
12.0,0.709,0.14341,2,2,12,50000
14.0,0.7976,0.17892,2,2,12,50000
-2.0,-0.1447,0.01686,2,2,12,100000
0.0,0.3153,0.01474,2,2,12,100000
2.0,0.4973,0.0142,2,2,12,100000
4.0,0.6768,0.01722,2,2,12,100000
6.0,0.8687,0.02161,2,2,12,100000
8.0,1.0569,0.02676,2,2,12,100000
10.0,1.2147,0.0306,2,2,12,100000
12.0,1.2762,0.03727,2,2,12,100000
14.0,1.269,0.05783,2,2,12,100000
16.0,0.8526,0.17628,2,2,12,100000
-2.0,-0.0048,0.00943,2,2,12,250000
0.0,0.2216,0.00879,2,2,12,250000
2.0,0.4955,0.00986,2,2,12,250000
4.0,0.6745,0.01191,2,2,12,250000
6.0,0.8657,0.01422,2,2,12,250000
8.0,1.0588,0.01662,2,2,12,250000
10.0,1.2375,0.01875,2,2,12,250000
12.0,1.3177,0.02729,2,2,12,250000
14.0,1.326,0.04471,2,2,12,250000
16.0,1.2905,0.07359,2,2,12,250000
-2.0,-0.0034,0.00765,2,2,12,1000000
0.0,0.2024,0.00594,2,2,12,1000000
2.0,0.4133,0.00663,2,2,12,1000000
4.0,0.6952,0.008,2,2,12,1000000
6.0,0.8928,0.00895,2,2,12,1000000
8.0,1.0928,0.01025,2,2,12,1000000
10.0,1.2744,0.01378,2,2,12,1000000
12.0,1.4328,0.01831,2,2,12,1000000
14.0,1.5293,0.02483,2,2,12,1000000
16.0,1.5585,0.04047,2,2,12,1000000
-2.0,-0.1892,0.03119,3,2,12,50000
0.0,0.2148,0.02599,3,2,12,50000
2.0,0.5489,0.02373,3,2,12,50000
4.0,0.7402,0.02886,3,2,12,50000
6.0,0.9067,0.03912,3,2,12,50000
8.0,0.7837,0.08159,3,2,12,50000
10.0,0.6842,0.12282,3,2,12,50000
12.0,0.7877,0.15225,3,2,12,50000
14.0,0.7902,0.17174,3,2,12,50000
16.0,0.8401,0.19934,3,2,12,50000
-2.0,0.0359,0.02198,3,2,12,100000
0.0,0.3813,0.01417,3,2,12,100000
2.0,0.561,0.01487,3,2,12,100000
4.0,0.7511,0.0186,3,2,12,100000
6.0,0.9503,0.02346,3,2,12,100000
8.0,1.1364,0.03079,3,2,12,100000
10.0,1.2876,0.03922,3,2,12,100000
12.0,0.9514,0.10394,3,2,12,100000
14.0,1.429,0.04665,3,2,12,100000
16.0,1.3059,0.08369,3,2,12,100000
-2.0,0.1148,0.01289,3,2,12,250000
0.0,0.3188,0.00882,3,2,12,250000
4.0,0.7463,0.01288,3,2,12,250000
6.0,0.9483,0.01537,3,2,12,250000
8.0,1.1508,0.01852,3,2,12,250000
10.0,1.3363,0.02147,3,2,12,250000
12.0,1.4819,0.02311,3,2,12,250000
14.0,1.4772,0.03752,3,2,12,250000
16.0,1.3646,0.07617,3,2,12,250000
-2.0,0.0966,0.00835,3,2,12,1000000
0.0,0.3127,0.0082,3,2,12,1000000
2.0,0.5248,0.0074,3,2,12,1000000
4.0,0.7725,0.0084,3,2,12,1000000
6.0,0.9726,0.00964,3,2,12,1000000
8.0,1.1788,0.01107,3,2,12,1000000
10.0,1.3864,0.01223,3,2,12,1000000
12.0,1.5283,0.01759,3,2,12,1000000
14.0,1.6075,0.02524,3,2,12,1000000
16.0,1.6265,0.04193,3,2,12,1000000
-2.0,-0.1047,0.04063,4,2,12,50000
0.0,0.3635,0.02539,4,2,12,50000
2.0,0.6243,0.02442,4,2,12,50000
4.0,0.818,0.03112,4,2,12,50000
6.0,0.8998,0.04955,4,2,12,50000
8.0,0.6288,0.10992,4,2,12,50000
10.0,0.7213,0.13141,4,2,12,50000
12.0,0.7649,0.15196,4,2,12,50000
14.0,0.8527,0.17882,4,2,12,50000
16.0,0.884,0.20028,4,2,12,50000
-2.0,0.1735,0.02608,4,2,12,100000
0.0,0.4103,0.01661,4,2,12,100000
2.0,0.6284,0.01627,4,2,12,100000
4.0,0.8318,0.02042,4,2,12,100000
6.0,1.0312,0.02586,4,2,12,100000
8.0,1.2087,0.0342,4,2,12,100000
10.0,1.3387,0.0474,4,2,12,100000
14.0,0.8726,0.16439,4,2,12,100000
16.0,0.9279,0.18774,4,2,12,100000
-2.0,0.211,0.01513,4,2,12,250000
0.0,0.4146,0.0124,4,2,12,250000
2.0,0.6258,0.01177,4,2,12,250000
4.0,0.8256,0.01408,4,2,12,250000
6.0,1.0334,0.01711,4,2,12,250000
8.0,1.2368,0.02025,4,2,12,250000
10.0,1.4275,0.02536,4,2,12,250000
12.0,1.5848,0.02716,4,2,12,250000
14.0,1.6669,0.03013,4,2,12,250000
16.0,1.5591,0.05972,4,2,12,250000
-2.0,0.1943,0.00905,4,2,12,1000000
0.0,0.4083,0.00961,4,2,12,1000000
2.0,0.6148,0.008,4,2,12,1000000
4.0,0.8505,0.00913,4,2,12,1000000
6.0,1.061,0.01031,4,2,12,1000000
8.0,1.2677,0.01178,4,2,12,1000000
10.0,1.4691,0.0132,4,2,12,1000000
12.0,1.654,0.01498,4,2,12,1000000
14.0,1.6879,0.02554,4,2,12,1000000
16.0,1.6835,0.04452,4,2,12,1000000
-2.0,-0.0179,0.02211,1,3,12,50000
0.0,-0.0745,0.02163,1,3,12,50000
2.0,0.3186,0.02636,1,3,12,50000
4.0,0.6008,0.02653,1,3,12,50000
6.0,0.7823,0.02901,1,3,12,50000
8.0,0.9331,0.03524,1,3,12,50000
10.0,1.0239,0.05565,1,3,12,50000
12.0,0.7696,0.12525,1,3,12,50000
14.0,0.6951,0.17543,1,3,12,50000
16.0,0.7439,0.20536,1,3,12,50000
-2.0,-0.3022,0.01496,1,3,12,100000
0.0,0.1922,0.01621,1,3,12,100000
2.0,0.4398,0.01436,1,3,12,100000
4.0,0.6166,0.01585,1,3,12,100000
6.0,0.7887,0.01839,1,3,12,100000
8.0,0.9323,0.02384,1,3,12,100000
10.0,1.0783,0.03687,1,3,12,100000
12.0,1.1027,0.05867,1,3,12,100000
14.0,0.3548,0.09084,1,3,12,100000
16.0,0.3924,0.11478,1,3,12,100000
-2.0,-0.1229,0.00931,1,3,12,250000
0.0,0.1094,0.00868,1,3,12,250000
2.0,0.4285,0.00958,1,3,12,250000
4.0,0.6135,0.01071,1,3,12,250000
6.0,0.7922,0.0126,1,3,12,250000
8.0,0.953,0.01711,1,3,12,250000
10.0,1.0931,0.02417,1,3,12,250000
12.0,1.191,0.03401,1,3,12,250000
14.0,1.2,0.0531,1,3,12,250000
16.0,1.0179,0.10991,1,3,12,250000
-2.0,-0.1055,0.00604,1,3,12,1000000
0.0,0.108,0.00543,1,3,12,1000000
2.0,0.3194,0.00584,1,3,12,1000000
4.0,0.5688,0.00712,1,3,12,1000000
6.0,0.8144,0.00918,1,3,12,1000000
8.0,0.9897,0.01183,1,3,12,1000000
10.0,1.1716,0.01504,1,3,12,1000000
12.0,1.3312,0.01947,1,3,12,1000000
14.0,1.4255,0.02637,1,3,12,1000000
16.0,1.4525,0.04333,1,3,12,1000000
-2.0,-0.1257,0.02133,2,3,12,50000
0.0,0.0264,0.02485,2,3,12,50000
2.0,0.4084,0.02806,2,3,12,50000
4.0,0.6436,0.03082,2,3,12,50000
6.0,0.8246,0.03642,2,3,12,50000
8.0,1.0128,0.03913,2,3,12,50000
10.0,1.1521,0.044,2,3,12,50000
12.0,1.1662,0.06868,2,3,12,50000
14.0,0.7482,0.17374,2,3,12,50000
16.0,0.7905,0.20306,2,3,12,50000
-2.0,-0.1443,0.01622,2,3,12,100000
0.0,0.306,0.01532,2,3,12,100000
2.0,0.508,0.01463,2,3,12,100000
4.0,0.695,0.01691,2,3,12,100000
6.0,0.8847,0.01998,2,3,12,100000
8.0,1.058,0.02243,2,3,12,100000
10.0,1.1577,0.02999,2,3,12,100000
12.0,1.2531,0.04581,2,3,12,100000
14.0,1.1976,0.07114,2,3,12,100000
16.0,0.814,0.19339,2,3,12,100000
-2.0,0.0021,0.00921,2,3,12,250000
0.0,0.2375,0.00875,2,3,12,250000
2.0,0.5036,0.00955,2,3,12,250000
4.0,0.6912,0.0111,2,3,12,250000
6.0,0.8822,0.01289,2,3,12,250000
8.0,1.0664,0.01517,2,3,12,250000
10.0,1.1945,0.02202,2,3,12,250000
12.0,1.2568,0.03239,2,3,12,250000
14.0,1.2918,0.04893,2,3,12,250000
16.0,1.2742,0.07493,2,3,12,250000
-2.0,0.0065,0.00696,2,3,12,1000000
0.0,0.2165,0.00571,2,3,12,1000000
2.0,0.4298,0.00617,2,3,12,1000000
4.0,0.7093,0.00722,2,3,12,1000000
6.0,0.9024,0.00844,2,3,12,1000000
8.0,1.0871,0.01148,2,3,12,1000000
10.0,1.2664,0.01507,2,3,12,1000000
12.0,1.4115,0.0196,2,3,12,1000000
14.0,1.4894,0.02788,2,3,12,1000000
16.0,1.527,0.0442,2,3,12,1000000
-2.0,-0.1838,0.02883,3,3,12,50000
0.0,0.1952,0.02774,3,3,12,50000
2.0,0.4926,0.02984,3,3,12,50000
4.0,0.7084,0.03417,3,3,12,50000
6.0,0.8616,0.04411,3,3,12,50000
8.0,0.8283,0.0722,3,3,12,50000
10.0,0.8957,0.09185,3,3,12,50000
12.0,0.8893,0.11956,3,3,12,50000
14.0,0.8683,0.15804,3,3,12,50000
16.0,0.8455,0.20299,3,3,12,50000
0.0,0.3837,0.01485,3,3,12,100000
2.0,0.5807,0.01524,3,3,12,100000
4.0,0.7789,0.01804,3,3,12,100000
6.0,0.9753,0.02191,3,3,12,100000
8.0,1.1655,0.0253,3,3,12,100000
10.0,1.3081,0.02679,3,3,12,100000
12.0,1.2992,0.0395,3,3,12,100000
14.0,1.3348,0.05868,3,3,12,100000
16.0,1.2171,0.09962,3,3,12,100000
-2.0,0.1224,0.011,3,3,12,250000
0.0,0.374,0.0088,3,3,12,250000
2.0,0.5778,0.00995,3,3,12,250000
4.0,0.774,0.01172,3,3,12,250000
6.0,0.9781,0.01382,3,3,12,250000
8.0,1.1707,0.01559,3,3,12,250000
10.0,1.322,0.0192,3,3,12,250000
12.0,1.3537,0.0308,3,3,12,250000
14.0,1.3469,0.05124,3,3,12,250000
16.0,1.3397,0.07564,3,3,12,250000
-2.0,0.1141,0.00754,3,3,12,1000000
0.0,0.326,0.0063,3,3,12,1000000
2.0,0.5624,0.0066,3,3,12,1000000
4.0,0.7889,0.00748,3,3,12,1000000
6.0,0.9967,0.00852,3,3,12,1000000
8.0,1.1992,0.01041,3,3,12,1000000
10.0,1.3613,0.01515,3,3,12,1000000
12.0,1.488,0.02005,3,3,12,1000000
14.0,1.5606,0.02917,3,3,12,1000000
16.0,1.5804,0.04766,3,3,12,1000000
-2.0,-0.0711,0.03742,4,3,12,50000
0.0,0.3017,0.02975,4,3,12,50000
2.0,0.5736,0.03185,4,3,12,50000
4.0,0.7395,0.04043,4,3,12,50000
6.0,0.7924,0.06101,4,3,12,50000
8.0,0.7493,0.09474,4,3,12,50000
10.0,0.7831,0.12631,4,3,12,50000
12.0,0.8417,0.15005,4,3,12,50000
14.0,0.8584,0.17295,4,3,12,50000
16.0,0.9009,0.202,4,3,12,50000
-2.0,0.1721,0.02198,4,3,12,100000
0.0,0.4591,0.0148,4,3,12,100000
2.0,0.6609,0.01614,4,3,12,100000
4.0,0.8649,0.01937,4,3,12,100000
6.0,1.0627,0.02391,4,3,12,100000
8.0,1.245,0.02961,4,3,12,100000
10.0,1.417,0.03201,4,3,12,100000
12.0,1.483,0.03339,4,3,12,100000
14.0,1.37,0.05984,4,3,12,100000
16.0,1.3612,0.08509,4,3,12,100000
-2.0,0.2276,0.01207,4,3,12,250000
0.0,0.4668,0.009,4,3,12,250000
2.0,0.6572,0.01062,4,3,12,250000
4.0,0.8641,0.01257,4,3,12,250000
6.0,1.0736,0.01472,4,3,12,250000
8.0,1.2727,0.017,4,3,12,250000
10.0,1.4417,0.0188,4,3,12,250000
12.0,1.4873,0.02722,4,3,12,250000
14.0,1.4371,0.05119,4,3,12,250000
16.0,1.384,0.0829,4,3,12,250000
-2.0,0.2193,0.00798,4,3,12,1000000
0.0,0.4376,0.00803,4,3,12,1000000
2.0,0.6689,0.00704,4,3,12,1000000
4.0,0.8803,0.00791,4,3,12,1000000
6.0,1.0947,0.00895,4,3,12,1000000
8.0,1.3043,0.01018,4,3,12,1000000
10.0,1.4709,0.01411,4,3,12,1000000
12.0,1.5634,0.02075,4,3,12,1000000
14.0,1.6203,0.03155,4,3,12,1000000
16.0,1.6201,0.053,4,3,12,1000000
-2.0,-0.1636,0.02265,1,4,12,50000
0.0,-0.0811,0.02162,1,4,12,50000
2.0,0.2473,0.02745,1,4,12,50000
4.0,0.5775,0.02779,1,4,12,50000
6.0,0.7825,0.02728,1,4,12,50000
8.0,0.9303,0.03571,1,4,12,50000
10.0,0.9958,0.05957,1,4,12,50000
14.0,0.6926,0.175,1,4,12,50000
16.0,0.7385,0.20346,1,4,12,50000
-2.0,-0.2964,0.01506,1,4,12,100000
0.0,0.1677,0.01663,1,4,12,100000
2.0,0.4422,0.01475,1,4,12,100000
4.0,0.6204,0.01545,1,4,12,100000
6.0,0.7862,0.01777,1,4,12,100000
8.0,0.9257,0.02521,1,4,12,100000
10.0,1.0757,0.03887,1,4,12,100000
12.0,1.0633,0.06362,1,4,12,100000
14.0,0.3875,0.09632,1,4,12,100000
16.0,0.384,0.11383,1,4,12,100000
-2.0,-0.1158,0.00962,1,4,12,250000
0.0,0.1158,0.00865,1,4,12,250000
2.0,0.4332,0.00931,1,4,12,250000
4.0,0.6178,0.01036,1,4,12,250000
6.0,0.7897,0.01277,1,4,12,250000
8.0,0.9479,0.01789,1,4,12,250000
10.0,1.0912,0.02487,1,4,12,250000
12.0,1.1937,0.03518,1,4,12,250000
14.0,1.1823,0.05632,1,4,12,250000
16.0,0.7727,0.18596,1,4,12,250000
-2.0,-0.0961,0.0061,1,4,12,1000000
0.0,0.1185,0.00541,1,4,12,1000000
2.0,0.3302,0.00566,1,4,12,1000000
4.0,0.579,0.00709,1,4,12,1000000
6.0,0.8108,0.00952,1,4,12,1000000
8.0,0.9891,0.01215,1,4,12,1000000
10.0,1.172,0.01539,1,4,12,1000000
12.0,1.3317,0.01968,1,4,12,1000000
14.0,1.4142,0.02749,1,4,12,1000000
16.0,1.4525,0.04332,1,4,12,1000000
-2.0,-0.2482,0.02138,2,4,12,50000
0.0,-0.0528,0.02437,2,4,12,50000
2.0,0.3156,0.03101,2,4,12,50000
4.0,0.596,0.03409,2,4,12,50000
6.0,0.8341,0.03393,2,4,12,50000
8.0,1.033,0.03241,2,4,12,50000
10.0,1.1537,0.04802,2,4,12,50000
12.0,0.8619,0.11253,2,4,12,50000
14.0,0.7662,0.17643,2,4,12,50000
16.0,0.8156,0.20779,2,4,12,50000
-2.0,-0.1398,0.01704,2,4,12,100000
0.0,0.2778,0.01657,2,4,12,100000
2.0,0.5076,0.01566,2,4,12,100000
4.0,0.7046,0.01663,2,4,12,100000
6.0,0.8933,0.01837,2,4,12,100000
8.0,1.0345,0.02223,2,4,12,100000
10.0,1.1583,0.03455,2,4,12,100000
12.0,1.2381,0.05164,2,4,12,100000
14.0,1.0297,0.09686,2,4,12,100000
16.0,0.851,0.19599,2,4,12,100000
-2.0,0.0169,0.00978,2,4,12,250000
0.0,0.2504,0.0087,2,4,12,250000
2.0,0.515,0.00916,2,4,12,250000
4.0,0.7049,0.01042,2,4,12,250000
6.0,0.8926,0.01223,2,4,12,250000
8.0,1.0529,0.01675,2,4,12,250000
10.0,1.1701,0.02402,2,4,12,250000
12.0,1.2526,0.03394,2,4,12,250000
14.0,1.295,0.05054,2,4,12,250000
-2.0,0.0222,0.00655,2,4,12,1000000
0.0,0.2371,0.00562,2,4,12,1000000
2.0,0.4506,0.00576,2,4,12,1000000
4.0,0.7152,0.00691,2,4,12,1000000
6.0,0.9027,0.009,2,4,12,1000000
8.0,1.0883,0.01227,2,4,12,1000000
10.0,1.2657,0.01581,2,4,12,1000000
12.0,1.4077,0.02006,2,4,12,1000000
14.0,1.4868,0.02856,2,4,12,1000000
16.0,1.5285,0.04403,2,4,12,1000000
-2.0,-0.1808,0.02745,3,4,12,50000
0.0,0.0938,0.02912,3,4,12,50000
2.0,0.3712,0.03535,3,4,12,50000
4.0,0.6145,0.04111,3,4,12,50000
6.0,0.8308,0.04571,3,4,12,50000
8.0,1.0738,0.04185,3,4,12,50000
10.0,1.2383,0.04071,3,4,12,50000
12.0,1.2732,0.06306,3,4,12,50000
14.0,0.8727,0.16098,3,4,12,50000
16.0,0.873,0.21052,3,4,12,50000
-2.0,0.0178,0.01974,3,4,12,100000
0.0,0.3483,0.01721,3,4,12,100000
2.0,0.5827,0.01682,3,4,12,100000
4.0,0.7957,0.01809,3,4,12,100000
6.0,0.9952,0.02012,3,4,12,100000
8.0,1.167,0.02169,3,4,12,100000
10.0,1.2189,0.03036,3,4,12,100000
12.0,1.3102,0.04518,3,4,12,100000
14.0,1.302,0.0696,3,4,12,100000
16.0,0.9435,0.17201,3,4,12,100000
-2.0,0.1417,0.01055,3,4,12,250000
0.0,0.3955,0.00868,3,4,12,250000
2.0,0.5997,0.00944,3,4,12,250000
4.0,0.8018,0.01091,3,4,12,250000
6.0,0.9995,0.01257,3,4,12,250000
8.0,1.1716,0.01536,3,4,12,250000
10.0,1.2623,0.02312,3,4,12,250000
12.0,1.3159,0.0347,3,4,12,250000
14.0,1.3537,0.0511,3,4,12,250000
16.0,1.3447,0.07578,3,4,12,250000
-2.0,0.1386,0.00694,3,4,12,1000000
0.0,0.3557,0.00603,3,4,12,1000000
2.0,0.5933,0.00596,3,4,12,1000000
4.0,0.8086,0.00689,3,4,12,1000000
6.0,1.0137,0.00852,3,4,12,1000000
8.0,1.1934,0.01226,3,4,12,1000000
10.0,1.3579,0.01614,3,4,12,1000000
12.0,1.4776,0.02109,3,4,12,1000000
14.0,1.5523,0.03051,3,4,12,1000000
16.0,1.5728,0.04858,3,4,12,1000000
-2.0,-0.142,0.0355,4,4,12,50000
0.0,0.1878,0.03339,4,4,12,50000
2.0,0.4305,0.04046,4,4,12,50000
4.0,0.6051,0.0498,4,4,12,50000
6.0,0.7392,0.06247,4,4,12,50000
8.0,0.8795,0.07556,4,4,12,50000
10.0,1.3066,0.04629,4,4,12,50000
12.0,1.3647,0.0538,4,4,12,50000
14.0,1.3139,0.08517,4,4,12,50000
16.0,0.9141,0.2061,4,4,12,50000
-2.0,0.1377,0.02269,4,4,12,100000
0.0,0.4437,0.01773,4,4,12,100000
2.0,0.6722,0.01796,4,4,12,100000
4.0,0.8855,0.01986,4,4,12,100000
6.0,1.089,0.02257,4,4,12,100000
8.0,1.278,0.02399,4,4,12,100000
10.0,1.3733,0.02661,4,4,12,100000
12.0,1.3374,0.04384,4,4,12,100000
14.0,1.4001,0.06239,4,4,12,100000
16.0,1.3187,0.09671,4,4,12,100000
-2.0,0.2528,0.01133,4,4,12,250000
0.0,0.4887,0.00889,4,4,12,250000
2.0,0.6949,0.00994,4,4,12,250000
4.0,0.905,0.01149,4,4,12,250000
6.0,1.1087,0.01319,4,4,12,250000
8.0,1.288,0.01518,4,4,12,250000
10.0,1.3745,0.02159,4,4,12,250000
12.0,1.3833,0.03635,4,4,12,250000
14.0,1.3986,0.05509,4,4,12,250000
16.0,1.4084,0.07707,4,4,12,250000
-2.0,0.2534,0.00724,4,4,12,1000000
0.0,0.4738,0.00687,4,4,12,1000000
2.0,0.6985,0.00621,4,4,12,1000000
4.0,0.914,0.00718,4,4,12,1000000
6.0,1.1256,0.00844,4,4,12,1000000
8.0,1.3054,0.01176,4,4,12,1000000
10.0,1.4358,0.01678,4,4,12,1000000
12.0,1.54,0.02294,4,4,12,1000000
14.0,1.6081,0.03356,4,4,12,1000000
16.0,1.6039,0.05505,4,4,12,1000000
